Spectrum File Name,Forward Power [W],Flow Rate [sccm],Chamber Pressure [Torr],Aperture Opening [mm],Regulator Pressure [PSIG],Time [s],N2 Area,NI Area,NII Area,NIII Area,NIV Area
213W_0.7sccm_1.10E-5_60PSIG_93turn.txt,213,0.7,0.000011,4.65,60,0,0.701012775603149,0.189569087945211,0.0991062070859865,0.00432947861399948,0.00150346102948148
350W_0.9sccm_3.37E-5_50PSIG_109turn.txt,350,0.9,0.0000337,5.45,50,0,0.654826060774567,0.257227571437769,0.0798577803109599,0.00398729620590749,0.00126659034086332
385W_6.0sccm_7.25E-5_160PSIG_113.5turn.txt,385,6,0.0000725,5.675,160,0,0.699891976703937,0.250432623266325,0.0487732292979699,0.000913896712327764,0.000363058948171846
285W_9.0sccm_7.31E-5_160PSIG_113.5turn.txt,285,9,0.0000731,5.675,160,0,0.817263781503385,0.154670002483437,0.0258619398614509,0.000501105466897517,0.00037307054856143
200W_1.0sccm_5.585E-5_160PSIG_104turn_4500sec.txt,200,1,0.00005585,5.2,160,4500,0.762884672791343,0.105941190536875,0.123587172956865,0.00372924011620317,0.000667880592020481
100W_1.0sccm_1.80E-5_160PSIG_96turns.txt,100,1,0.000018,4.8,160,0,0.984434384869351,0.0325041101604065,0.0118754485100331,0.00104711178328797,0.00185936402003352
385W_9.0sccm_3.61E-5_160PSIG_109.5turn.txt,385,9,0.0000361,5.475,160,0,0.62839659545896,0.36344036573841,0.00806439872977777,4.62870185519039E-43,0.000437016242671841
366W_0.7sccm_1.11E-5_60PSIG_93turn.txt,366,0.7,0.0000111,4.65,60,0,0.554014351745765,0.315999592768299,0.125650416376114,0.00320055733266134,0.000571003002891547
330W_2.0sccm_5.33E-5_160PSIG_107turn_0sec.txt,330,2,0.0000533,5.35,160,0,0.734617155749203,0.192537387770891,0.0709734346926768,0.00167102208278636,0.000417989538176146
430W_9.0sccm_7.27E-5_160PSIG_113.5turn.txt,430,9,0.0000727,5.675,160,0,0.755894185082698,0.207979959207327,0.0352927835694333,0.000446085110994187,0.00032990010238749
235W_2.0sccm_8.94E-5_100PSIG_108turn.txt,235,2,0.0000894,5.4,100,0,0.744267837933282,0.0905252057951931,0.158891487733738,0.00427464668260916,0.000629617054105618
385W_0.7sccm_3.34E-5_50PSIG_109turn.txt,385,0.7,0.0000334,5.45,50,0,0.579662535947972,0.317471226591406,0.100829540693407,0.00244776276920058,0.00025570304180692
436W_4.9sccm_1.3E-5_100PSIG_94.5turn.txt,436,4.9,0.000013,4.725,100,0,0.517843026053972,0.416726567444871,0.0654376650141218,0.00101788775519586,0.000489570668584159
485W_6.0sccm_7.26E-5_160PSIG_113.5turn.txt,485,6,0.0000726,5.675,160,0,0.59976704796469,0.345474514180583,0.0504985204290352,0.00287057670725483,0.00129116076158344
446W_0.7sccm_1.26E-5_60PSIG_94.5turn.txt,446,0.7,0.0000126,4.725,60,0,0.523932748538537,0.346582295700859,0.12791820675251,0.00311308190125138,0.000376351185445065
390W_9.0sccm_3.61E-5_160PSIG_109.5turn.txt,390,9,0.0000361,5.475,160,0,0.698391769652883,0.285198012668367,0.0104376389155732,0.00160901353606038,0.00126754502924318
477W_2.0sccm_8.85E-5_100PSIG_108turn.txt,477,2,0.0000885,5.4,100,0,0.658054713235877,0.278326328500341,0.0637615351682115,0.0012113211891745,0.000285410128932129
140W_4.9sccm_5.57E-5_140PSIG_111turn.txt,140,4.9,0.0000557,5.55,140,0,0.883291746964964,0.0443685762221189,0.0652259085261389,0.00128603223683436,0.000727552170943953
375W_9.0sccm_9.03E-5_180PSIG_108turn.txt,375,9,0.0000903,5.4,180,0,0.745758227314995,0.207301352029381,0.046539154582916,0.000575325948208479,0.000253021109234742
380W_2.0sccm_5.41E-5_160PSIG_107turn_0sec.txt,380,2,0.0000541,5.35,160,0,0.692610825745199,0.219541888804734,0.0867577851697437,0.00206112042918527,0.000272198040724349
160W_1.0sccm_2.44E-5_101PSIG_100turns.txt,160,1,0.0000244,5,101,0,0.849316343903317,0.0558633663804277,0.0903676424528932,0.00194456893622517,0.000247502098625236
254W_0.9sccm_8.93E-5_60PSIG_108turn.txt,254,0.9,0.0000893,5.4,60,0,0.691808065637779,0.123857635537874,0.178535998969621,0.00382838354405461,0.000145224111530844
200W_0.8sccm_5.46E-5_160PSIG_104turn_480sec.txt,200,0.8,0.0000546,5.2,160,480,0.738161520111029,0.110248759344476,0.143607575982645,0.00410925223227115,0.000623506044641872
451W_6.0sccm_1.31E-5_160PSIG_94.5turn.txt,451,6,0.0000131,4.725,160,0,0.500150132279839,0.433104337953485,0.0675494216218624,0.000997041223699875,0.000520245633276877
370W_0.7sccm_3.34E-5_50PSIG_109turn.txt,370,0.7,0.0000334,5.45,50,0,0.658282818757644,0.243861182974149,0.0899793320911328,0.00418139061126165,0.00121468223528765
165W_2.0sccm_7.22E-5_160PSIG_113.5turn.txt,165,2,0.0000722,5.675,160,0,0.826592083713454,0.0494824251845729,0.118064482891215,0.00238649395648474,5.60545268690189E-05
285W_2.0sccm_8.91E-5_100PSIG_108turn.txt,285,2,0.0000891,5.4,100,0,0.691591528685641,0.154989928516309,0.15030975039704,0.00348935026918596,0.000160184494347211
340W_0.9sccm_5.37E-5_40PSIG_111turn.txt,340,0.9,0.0000537,5.55,40,0,0.699992134205171,0.198235134231839,0.0997753866248351,0.00231907968980168,0.000201529161151561
200W_0.7sccm_1.04E-5_50PSIG_93turn.txt,200,0.7,0.0000104,4.65,50,0,0.595280150761202,0.214358084692039,0.184468203501034,0.00417151690396631,0.000247758298437572
440W_2.0sccm_3.40E-5_60PSIG_109turn.txt,440,2,0.000034,5.45,60,0,0.551481089551514,0.364941505951704,0.0829021536850263,0.00175681482815068,0.000291391910588246
425W_0.7sccm_5.34E-5_40PSIG_111turn.txt,425,0.7,0.0000534,5.55,40,0,0.657919741949892,0.253747088982008,0.087265155870188,0.00202558839567865,0.000359966939714429
190W_0.9sccm_5.47E-5_40PSIG_111turn.txt,190,0.9,0.0000547,5.55,40,0,0.714741026831471,0.115282704923558,0.165417189803528,0.0039251582613358,0.000130754078169306
225W_0.9sccm_8.94E-5_60PSIG_108turn.txt,225,0.9,0.0000894,5.4,60,0,0.735104444567035,0.0905100563819117,0.168470090264069,0.00405621754921415,9.6853765266411E-05
205W_0.7sccm_3.39E-5_50PSIG_109turn.txt,205,0.7,0.0000339,5.45,50,0,0.680123518095822,0.149234425320693,0.166316076189022,0.00381189420362954,0.000228474348554227
170W_0.9sccm_3.42E-5_50PSIG_109turn.txt,170,0.9,0.0000342,5.45,50,0,0.741552023372824,0.114368593605359,0.141160359579186,0.00252545867457298,0.00012038500066109
346W_0.7sccm_1.26E-5_60PSIG_94.5turn.txt,346,0.7,0.0000126,4.725,60,0,0.553005427082651,0.313539239899338,0.122511230271582,0.00561789278677819,0.00159952764088193
